sensor331,sensor332,sensor333,actuator33
0.0,356.32,1.069,0.0
116.35511111111111,930.9836666666666,6.930555555555555,23.16422222222222
213.72522222222221,1286.8323333333333,14.129111111111111,40.153444444444446
310.19033333333334,1733.615,19.433666666666664,67.28666666666666
481.72044444444447,2326.8226666666665,27.74422222222222,83.71688888888889
517.8255555555555,2938.859333333333,31.03977777777778,110.04511111111111
676.1656666666668,3179.928,36.57733333333333,120.05333333333331
710.8167777777778,3615.5066666666667,42.42388888888888,153.92055555555555
949.2408888888889,4484.101333333333,50.12544444444444,189.50377777777777
1076.655,5048.881,60.428,185.876
